X,Y
716,1019
716,1019
716,1019
716,1019
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
678,959
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
695,950
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
769,959
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
706,973
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
720,1008
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
730,911
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
794,919
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
788,910
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
742,868
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
726,855
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
971,1112
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1089,955
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1148,879
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1230,841
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1175,999
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1198,1055
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1296,1135
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1299,1055
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1161,1050
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1150,537
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
1155,339
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
850,241
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
601,203
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
582,396
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
736,608
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
1016,574
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
988,529
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
987,505
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1010,485
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1045,488
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
1013,447
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
965,502
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
969,500
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
962,598
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
948,561
944,575
944,575
944,575
944,575
944,575
944,575
944,575
944,575
944,575
944,575
944,575
944,575
944,575
944,575
944,575
944,575
944,575
944,575
944,575
944,575
944,575
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
817,707
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
967,485
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1038,560
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
1000,460
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
922,530
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
258,1011
