X,Y
1218,341
1218,341
1218,341
1218,341
1218,341
1218,341
1218,341
1218,341
1218,341
1218,341
1218,341
1218,341
1218,341
1218,341
1218,341
1218,341
1218,341
1218,341
