(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(871, 838)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(958, 711)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(1008, 707)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(741, 749)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(967, 772)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(856, 768)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1215, 1042)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1159, 1097)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(1080, 1061)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(499, 993)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(620, 854)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(490, 783)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
(455, 969)
