(100.0, 286.0)
(101.0, 285.0)
(101.0, 284.0)
(102.0, 283.0)
(102.0, 282.0)
(103.0, 281.0)
(103.0, 280.0)
(104.0, 280.0)
(104.0, 279.0)
(105.0, 278.0)
(105.0, 277.0)
(106.0, 277.0)
(106.0, 276.0)
(107.0, 276.0)
(107.0, 275.0)
(107.0, 274.0)
(108.0, 274.0)
(109.0, 273.0)
(109.0, 272.0)
(109.0, 271.0)
(110.0, 271.0)
(110.0, 270.0)
(111.0, 270.0)
(111.0, 269.0)
(112.0, 268.0)
(113.0, 267.0)
(114.0, 266.0)
(115.0, 265.0)
(115.0, 264.0)
(116.0, 264.0)
(116.0, 263.0)
(117.0, 263.0)
(117.0, 262.0)
(118.0, 262.0)
(118.0, 261.0)
(118.0, 260.0)
(119.0, 260.0)
(119.0, 259.0)
(119.0, 258.0)
(120.0, 258.0)
(120.0, 257.0)
(121.0, 257.0)
(121.0, 256.0)
(122.0, 256.0)
(122.0, 255.0)
(122.0, 254.0)
(123.0, 254.0)
(123.0, 253.0)
(124.0, 252.0)
(125.0, 252.0)
(125.0, 251.0)
(126.0, 250.0)
(127.0, 249.0)
(127.0, 248.0)
(128.0, 247.0)
(129.0, 246.0)
(130.0, 245.0)
(131.0, 244.0)
(131.0, 243.0)
(132.0, 242.0)
(133.0, 241.0)
(134.0, 240.0)
(134.0, 239.0)
(135.0, 238.0)
(136.0, 237.0)
(137.0, 237.0)
(137.0, 235.0)
(138.0, 235.0)
(138.0, 234.0)
(139.0, 233.0)
(140.0, 232.0)
(140.0, 231.0)
(141.0, 231.0)
(141.0, 230.0)
(142.0, 230.0)
(142.0, 229.0)
(143.0, 228.0)
(144.0, 227.0)
(145.0, 226.0)
(145.0, 225.0)
(146.0, 224.0)
(146.0, 223.0)
(147.0, 223.0)
(148.0, 222.0)
(148.0, 221.0)
(149.0, 221.0)
(149.0, 220.0)
(149.0, 219.0)
(150.0, 218.0)
(151.0, 217.0)
(152.0, 216.0)
(152.0, 215.0)
(153.0, 214.0)
(153.0, 213.0)
(154.0, 213.0)
(155.0, 212.0)
(155.0, 211.0)
(156.0, 211.0)
(156.0, 210.0)
(157.0, 209.0)
(157.0, 208.0)
(158.0, 207.0)
(159.0, 207.0)
(159.0, 206.0)
(160.0, 205.0)
(161.0, 204.0)
(161.0, 203.0)
(162.0, 202.0)
(163.0, 202.0)
(163.0, 201.0)
(164.0, 200.0)
(165.0, 199.0)
(166.0, 198.0)
(166.0, 197.0)
(167.0, 196.0)
(168.0, 195.0)
(168.0, 194.0)
(169.0, 193.0)
(170.0, 192.0)
(170.0, 190.0)
(171.0, 190.0)
(171.0, 189.0)
(172.0, 189.0)
(172.0, 188.0)
(172.0, 187.0)
(173.0, 186.0)
(174.0, 185.0)
(175.0, 184.0)
(175.0, 183.0)
(176.0, 182.0)
(177.0, 181.0)
(177.0, 180.0)
(178.0, 179.0)
(178.0, 178.0)
(179.0, 178.0)
(179.0, 177.0)
(180.0, 176.0)
(181.0, 176.0)
(181.0, 175.0)
