(123.0, 266.0)
(122.0, 266.0)
(121.0, 266.0)
(120.0, 266.0)
(120.0, 265.0)
(119.0, 265.0)
(119.0, 264.0)
(118.0, 264.0)
(117.0, 263.0)
(116.0, 263.0)
(115.0, 263.0)
(115.0, 262.0)
(114.0, 262.0)
(113.0, 261.0)
(112.0, 261.0)
(112.0, 260.0)
(111.0, 260.0)
(111.0, 259.0)
(110.0, 259.0)
(110.0, 258.0)
(109.0, 258.0)
(108.0, 257.0)
(108.0, 256.0)
(108.0, 255.0)
(108.0, 254.0)
(108.0, 253.0)
(108.0, 252.0)
(107.0, 252.0)
(107.0, 251.0)
(107.0, 250.0)
(107.0, 249.0)
(107.0, 248.0)
(107.0, 247.0)
(107.0, 246.0)
(107.0, 245.0)
(107.0, 244.0)
(107.0, 243.0)
(107.0, 242.0)
(107.0, 241.0)
(107.0, 240.0)
(107.0, 239.0)
(107.0, 238.0)
(107.0, 237.0)
(107.0, 236.0)
(107.0, 235.0)
(107.0, 234.0)
(107.0, 233.0)
(107.0, 232.0)
(107.0, 231.0)
(107.0, 230.0)
(107.0, 229.0)
(107.0, 228.0)
(107.0, 227.0)
(107.0, 226.0)
(107.0, 225.0)
(107.0, 224.0)
(107.0, 223.0)
(107.0, 222.0)
(107.0, 221.0)
(107.0, 220.0)
(107.0, 219.0)
(107.0, 218.0)
(108.0, 217.0)
(108.0, 216.0)
(108.0, 215.0)
(108.0, 214.0)
(108.0, 213.0)
(109.0, 213.0)
(109.0, 212.0)
(109.0, 211.0)
(109.0, 210.0)
(109.0, 209.0)
(110.0, 208.0)
(110.0, 207.0)
(110.0, 206.0)
(111.0, 206.0)
(111.0, 205.0)
(111.0, 204.0)
(111.0, 203.0)
(112.0, 202.0)
(112.0, 201.0)
(113.0, 200.0)
(114.0, 199.0)
(114.0, 198.0)
(114.0, 197.0)
(115.0, 197.0)
(115.0, 196.0)
(115.0, 195.0)
(116.0, 194.0)
(116.0, 193.0)
(117.0, 193.0)
(117.0, 192.0)
(118.0, 192.0)
(118.0, 191.0)
(118.0, 190.0)
(119.0, 189.0)
(119.0, 188.0)
(120.0, 188.0)
(120.0, 187.0)
(121.0, 186.0)
(122.0, 186.0)
(122.0, 185.0)
(123.0, 184.0)
(124.0, 183.0)
(124.0, 182.0)
(125.0, 182.0)
(125.0, 181.0)
(126.0, 181.0)
(126.0, 180.0)
(127.0, 180.0)
(127.0, 179.0)
(128.0, 179.0)
(128.0, 178.0)
(128.0, 177.0)
(129.0, 177.0)
(129.0, 176.0)
(130.0, 176.0)
(131.0, 176.0)
(131.0, 175.0)
(132.0, 175.0)
(132.0, 174.0)
(132.0, 173.0)
(133.0, 173.0)
(133.0, 172.0)
(134.0, 172.0)
(135.0, 171.0)
(136.0, 171.0)
(136.0, 170.0)
(137.0, 170.0)
(137.0, 169.0)
(138.0, 169.0)
(139.0, 169.0)
(139.0, 168.0)
(140.0, 168.0)
(140.0, 167.0)
(141.0, 167.0)
(142.0, 166.0)
(143.0, 166.0)
(143.0, 165.0)
(144.0, 165.0)
(145.0, 164.0)
(146.0, 164.0)
(147.0, 164.0)
(147.0, 163.0)
(148.0, 163.0)
(149.0, 163.0)
(150.0, 162.0)
(151.0, 162.0)
(151.0, 161.0)
(152.0, 161.0)
(153.0, 161.0)
(154.0, 161.0)
(155.0, 160.0)
(156.0, 160.0)
(157.0, 160.0)
(158.0, 160.0)
(159.0, 160.0)
(159.0, 159.0)
(160.0, 159.0)
(161.0, 159.0)
(162.0, 159.0)
(163.0, 159.0)
(164.0, 159.0)
(165.0, 159.0)
(166.0, 159.0)
(167.0, 159.0)
(168.0, 159.0)
(169.0, 159.0)
(170.0, 159.0)
(171.0, 159.0)
(172.0, 159.0)
(173.0, 159.0)
(174.0, 159.0)
(175.0, 159.0)
(176.0, 159.0)
(177.0, 159.0)
(178.0, 159.0)
(179.0, 159.0)
(180.0, 159.0)
(181.0, 159.0)
(182.0, 159.0)
(183.0, 159.0)
(184.0, 159.0)
(185.0, 159.0)
(186.0, 159.0)
(187.0, 159.0)
(188.0, 159.0)
(189.0, 159.0)
(190.0, 159.0)
(191.0, 159.0)
(192.0, 159.0)
(193.0, 159.0)
(194.0, 159.0)
(195.0, 159.0)
(196.0, 159.0)
(197.0, 159.0)
(198.0, 159.0)
(199.0, 159.0)
(200.0, 160.0)
(201.0, 160.0)
(203.0, 161.0)
(205.0, 162.0)
(206.0, 162.0)
(207.0, 162.0)
(208.0, 163.0)
(209.0, 163.0)
(210.0, 163.0)
(210.0, 164.0)
(211.0, 164.0)
(212.0, 165.0)
(213.0, 165.0)
(214.0, 165.0)
(214.0, 166.0)
(215.0, 166.0)
(216.0, 167.0)
(216.0, 168.0)
(217.0, 169.0)
(218.0, 170.0)
(218.0, 171.0)
(219.0, 172.0)
(219.0, 173.0)
(220.0, 174.0)
(220.0, 175.0)
(220.0, 176.0)
(221.0, 177.0)
(221.0, 178.0)
(221.0, 179.0)
(222.0, 179.0)
(222.0, 180.0)
(222.0, 181.0)
(223.0, 182.0)
(223.0, 183.0)
(223.0, 184.0)
(223.0, 185.0)
(223.0, 186.0)
(224.0, 187.0)
(224.0, 188.0)
(224.0, 189.0)
(224.0, 190.0)
(225.0, 191.0)
(225.0, 192.0)
(225.0, 193.0)
(225.0, 194.0)
(225.0, 195.0)
(225.0, 196.0)
(225.0, 197.0)
(225.0, 198.0)
(225.0, 199.0)
(225.0, 200.0)
(225.0, 201.0)
(225.0, 202.0)
(226.0, 202.0)
(226.0, 203.0)
(227.0, 204.0)
